,0,1,2,3
0,0.002007275703384126,0.002007719136539192,0.0020076054462140817,0.0011439931530045546
1,0.0031346529920191647,0.0031349703139653537,0.0031348907791855485,0.0024113781908032014
2,0.0004139340246044325,0.00041403094982505456,0.0004140075647014968,0.00017578618237140285
3,0.014357306897138905,0.014358005530559926,0.01435783939533203,0.011640787440160248
4,0.0033160791567021963,0.003315508885106522,0.0033156361212395534,0.005722493434548073
5,0.0012266579615813793,0.0012260223128738978,0.0012261690219999251,0.004198117708553587
6,0.000387935962025059,0.0003878407180759768,0.00038786251320895823,0.0009070694724222406
7,0.013728302102080907,0.013718594423874424,0.01372088836837531,0.043955631710289794
8,0.0013564569405898751,0.0013562768329382234,0.0013563115720348388,0.0020581767220992455
9,0.0014255898374710562,0.0014249463981698086,0.0014250961137813305,0.0035164865927642085
10,8.875518533213732e-05,8.867958667147818e-05,8.869653585668165e-05,0.0003559979716013516
11,0.006259147105673278,0.0062530449514175196,0.006254484919563927,0.023925282760512086
12,0.06138182761038929,0.061399404921948966,0.06139524866199593,0.006040837834750905
13,0.007437361542632937,0.007437348819824451,0.007437348299865768,0.00724660060886408
14,0.0022306588381188226,0.0022312790512033845,0.0022311319110846378,0.00030670176498556577
15,0.35828803695926503,0.35836906968098503,0.35834997780985917,0.09582649306859149
16,0.0005732495302997875,0.0005729194351403152,0.000572995579731735,0.0017654737451463145
17,0.00023912833344570962,0.00023903273819006148,0.000239054373223094,0.0005985978841359037
18,1.928115726839378e-05,1.9276863680592546e-05,1.9277560276419547e-05,0.00010044347942894339
19,0.00028303619523289405,0.00028297896844845557,0.0002829902556410621,0.000710197033513541
20,1.2352291402402669e-05,1.2339874357247207e-05,1.2341844595646992e-05,0.00016192737016323394
21,2.2376187057377526e-05,2.2363480771460792e-05,2.2365416492859173e-05,0.0001868397531798495
22,1.7733822422814273e-05,1.7734218966053947e-05,1.773380477504326e-05,6.395681843149439e-05
23,3.2390841151580734e-05,3.238750454036374e-05,3.2386267557128753e-05,0.00023455825511574914
24,0.00030786794340440687,0.0003076668780065137,0.0003077138133529992,0.0009690779385948281
25,0.00015587852415714493,0.00015576356677344616,0.00015579006137160652,0.0006577907820176876
26,6.171513080422861e-06,6.169236547433702e-06,6.1693990520584395e-06,3.1955828605809294e-05
27,0.00019514984582246617,0.00019508072185519268,0.00019509612592673306,0.0005263920681721257
28,4.7065317458057926e-05,4.7040453737638747e-05,4.704387629413656e-05,0.00041752050741812927
29,6.093266758036675e-05,6.0916355399834586e-05,6.091861110796704e-05,0.00025547423160843393
30,1.3875256846400383e-05,1.3878457247414317e-05,1.3877516120289742e-05,3.949847890997406e-05
31,0.0001719481369201486,0.00017194871398323877,0.0001719435613773653,0.000670064761768822
32,0.002573126213913813,0.002569528106454648,0.0025703749928527708,0.01663554792157911
33,0.004039116290126292,0.00403664691321152,0.004037230019655501,0.011766063091295353
34,0.00923254015734791,0.009227545175573256,0.009228717041754212,0.0271198506360468
35,0.0072982907987060005,0.0072964739521703655,0.007296902221136372,0.013214985872372603
36,0.001405425045430495,0.001404203662990612,0.00140448891913869,0.005689945136659781
37,0.002120484923526865,0.002118295117516731,0.0021188109431617115,0.009240536608436135
38,0.0033158405630468115,0.003310686065629506,0.0033118992369712535,0.02060144822026425
39,0.0035516755081899114,0.0035493433393346467,0.0035498920670230636,0.011164857701520271
40,0.0025774138952518117,0.0025713723302863115,0.0025728001142218773,0.022707921493986507
41,0.008937811331313248,0.008928861076995852,0.008930980642424466,0.03671081157611448
42,0.009061257223412115,0.0090481361774302,0.009051236384366109,0.050420027788613785
43,0.011659567605225308,0.01165196378593945,0.011653764963652457,0.03507370275219846
44,0.005641165083134301,0.005640205682481399,0.0056404264351855886,0.009189569213666553
45,0.014094279743357918,0.014091648783603689,0.01409227037154306,0.02162341696402516
46,0.065094718777148,0.06510234206534861,0.06510055296611483,0.03919704035241118
47,0.03786377229492913,0.03786504087713377,0.03786474421166548,0.03240955614685917
48,0.0011280710299813351,0.0011280256977403752,0.0011280336293544957,0.0016410612497073538
49,0.00036948423115935544,0.0003693432871559791,0.00036937511336427984,0.0012122435566089603
50,0.00011568316666743381,0.0001156604063049858,0.00011566408671375783,0.0003815074767445257
51,0.005053492566490156,0.005053346835833486,0.00505337714097714,0.006540331520179448
52,0.00024208684705970612,0.00024210333615124938,0.0002420981451409993,0.00035070958264327856
