,0,1,2,3,4,5,6,7
0,0.0,0.0,0.0165255975726616,0.00154666954232148,0.001288781742577235,0.0023149990717663965,0.0010465081972281874,0.0011058186885560192
1,0.0005243306931078945,0.002821851053796645,0.01684630127926236,0.0023841188895150633,0.001038090003767134,0.004212328693606497,0.0025473801548541323,0.0026407235856680806
2,0.0,0.0,0.0027263208012686187,0.0,0.00024929407365194663,0.0007823547648014655,0.0,0.00032537951033233676
3,0.011250815090287105,0.013758863696498655,0.014498370476229877,0.0,0.012114170843799179,0.06723868751802713,9.924230466821156e-259,0.014029688341267704
4,0.0,0.002906711471184699,0.014674775566479134,0.0,0.004211586070737789,0.0,0.012857822502203015,0.03294711801374909
5,0.0,0.00969911344458487,0.007357833141983652,0.007587870298645491,0.0,0.0004964070704452641,0.0,0.03538802760224234
6,0.0,0.0,0.003530024778628872,0.0004509870412369586,0.0,0.001717664000864724,7.06268432500303e-05,0.006581819456430973
7,5.077113637152765e-174,0.06757383620948453,5e-324,7.421169692874473e-152,9.286631998254965e-71,0.11665903491360137,0.005859171326987025,0.21111770610576283
8,0.00031740632103696156,0.0008736207395478597,0.008237127546207515,0.0023234114804556887,0.0006931510631163492,0.002327909491014287,0.002695866741371976,0.002598001997213753
9,0.0,0.006355304237386525,0.02240013705300066,0.005879650047041649,0.0,0.003555152426042864,0.0,0.005230857738039984
10,0.0,0.0003118652180421135,0.0011384281685649878,0.0007948863022941816,0.0,0.00034925036802744696,3.8402446416556407e-05,0.0007420058477840915
11,0.009011329232685026,0.04999444452820225,0.010033475151013585,0.006015092212852606,0.0008797018562357084,0.038975888185292816,0.007423258594599916,0.023425462752566014
12,5.500620340174273e-160,0.002875549322236469,0.18217140217414404,0.0,0.04790126450912645,1.431021340140231e-78,0.0,0.0
13,0.003184169692153538,0.0010518853020284888,0.010589784492807723,0.0013108125981330333,0.007606491125151905,0.028172951083932446,0.010717966779136109,0.004802291142294171
14,0.0,0.0,0.008274616456936461,0.0,0.0016820184771075789,0.0011031022013606724,5e-324,0.0003535979026312096
15,0.00048419737978524965,4.3711242137376055e-74,0.17346954726778308,4.932124751185023e-19,0.5786949086304223,0.3868435227423976,0.00972136845756501,8.822986672681427e-36
16,9.440238572367005e-05,0.0009798460377032662,0.0006553215170375413,0.0008802661220966929,0.0005190563022256725,0.00015473235386329648,0.003156837239133612,0.00042038241009978634
17,0.0001793363218104746,0.00028168528424849724,0.0012167469342921392,0.000799651372673999,6.848509132013981e-05,0.00016852430594732772,0.000688222593713699,0.00029156077170680605
18,0.0,9.104947921321783e-05,0.00010408168120033336,0.00013336700332898174,4.970740272790293e-06,0.0,2.9396456270760877e-05,0.0
19,9.849991354865519e-229,0.0009929520400744293,0.0008398048216737758,0.0013060095438635084,0.00029583940276501036,5e-324,0.0006213442941418115,0.0005078919031617229
20,0.0,6.291803434234991e-05,0.00030748381906280965,0.00021782881704517022,0.0,0.0,6.823985972897274e-05,0.0
21,0.0,0.00011045716043859202,0.0002548583541673741,0.0005242928776805568,0.0,0.0,0.0,0.0
22,0.0,1.8555817368577926e-05,7.675123609984815e-05,0.0001371369112328487,0.0,0.0,0.0,0.00021748944128484934
23,1.8258535089526775e-05,9.83059548393586e-05,0.0004995091797733193,0.00036391531313463115,0.0,0.0,4.7929043765745187e-05,0.0
24,0.0,0.0007989011055260865,0.0002230056626470446,0.00028543017062178784,0.00023312397646648776,0.0008383275266068883,0.001513298514488554,5.842877618619925e-238
25,0.00012869055978329894,0.0002628453128453332,0.0019453354546258086,0.00207675943067753,0.0,0.00047438666549661683,4.77441806888393e-06,0.0005157038161474661
26,0.0,5.7973877500447687e-05,6.549790581918554e-05,0.00010548268667463442,0.0,0.0,2.0010551877249437e-06,5.0594576744789e-05
27,0.00011085791564393052,0.0007172942749287958,0.0009786494860159597,0.0009326468085581612,0.00011509741078748825,0.0006611058184248409,0.0003231470099621681,7.477541829465892e-05
28,0.0,6.862570248565846e-05,0.0011151646671844683,0.0006353050993155477,0.0,0.0,0.0002990344461237825,0.0
29,2.8674630615360515e-05,6.272673367244702e-05,0.0006546658803752341,0.0005987953622721044,0.0,0.0,0.00015851700188208165,0.0
30,0.0,3.301208557611783e-05,9.022437404655151e-05,8.865287904646624e-05,7.999249117656609e-07,0.0,2.4193362796540955e-05,0.0
31,0.00015434443187787588,0.00036062222466752195,0.0015628962713859058,0.0015338112341811404,0.0,0.0,0.00021983680438688788,0.0
32,3.963335751920526e-18,0.07965160185489982,0.0027390399267035103,0.011386977454950748,0.0,0.0037896190884292424,0.0,0.04201356239264677
33,0.0017035841837690498,0.03879163370138206,0.009200319352069799,0.011994793403528775,0.0,0.014842091355695034,0.0,0.02696807194241177
34,0.0,0.07331246910502384,0.0,0.005491648407403811,0.002267974463825221,0.0171883934778218,0.06229798014842452,0.0049853379855215344
35,0.006511905525860904,0.045495789321889434,0.009129415322528873,0.009829576159905958,0.0012170945928270866,0.02593929964587,5e-324,0.01726542250416049
36,0.0004702268737292911,0.006097451671043475,0.0020114931212437703,0.0069206239542773775,0.0,0.0,0.003757169136497965,0.02204916601819646
37,0.0,0.02080622355432546,0.0032118660636822373,0.019105303684738374,0.00016831194105219546,0.0010300095431595947,0.001890515966707283,0.030712145722785564
38,2.1767219827455055e-158,0.025673287249078195,1.209652401631886e-66,0.007457254738477499,0.0,5e-324,0.04595266176300677,0.01436921472310454
