,0,1,2,3,4
0,0.0028029231084263466,0.003133926910693206,0.02303995583231471,0.0028065596529911656,0.014915833417602074
1,0.002747793252504366,0.0026020969322553492,0.016011370986656583,0.0027489843853003085,0.008643573847654625
2,0.0002592808624138678,0.0003308625430549305,0.003122753326475068,0.0002595929342806034,0.0010561346796363316
3,0.004174446442434248,0.0027584060406487328,0.016405148076846617,0.004174314764780392,0.0072173056889111515
4,0.008868565886298899,0.004787934674633328,0.016318802521733962,0.008869456465772424,0.009678628888515601
5,0.01710030457983695,0.00783696808668562,0.012642298966420289,0.017099283498940167,0.005496682415043501
6,0.002566876592993204,0.0014231240731191362,0.002144401359435691,0.0025666852789408387,0.0020899851565575334
7,0.041113991659077025,0.017490942732960753,0.011852401430667533,0.041108246184455854,0.00732494844088081
8,0.0021773321626273314,0.002798286169113372,0.014114813550141362,0.0021791552869963393,0.00943749274676192
9,0.00361922923358138,0.0036193136095747395,0.009810557714012189,0.003619778040302832,0.005744628667016519
10,0.0007135811186752381,0.0006067218332695582,0.0018946781499691598,0.0007140682439365485,0.0011819310995038633
11,0.008813620739577236,0.007412455912447665,0.010124514499824577,0.008814168379590984,0.006016738179539544
12,0.0021066314853388423,0.002637314119149934,0.018703006088924508,0.0021096021998574465,0.010346341157649977
13,0.0031672879282777246,0.0037184000052620167,0.01716770000918797,0.0031691320337479717,0.010986857529838434
14,0.00028569016734821765,0.0002822660079640037,0.0022289672795464516,0.00028599568541231744,0.0024834512180272905
15,0.010724216332159637,0.009560400483850798,0.023726413907023087,0.010726114685112363,0.01725095961793637
16,0.002381052130014473,0.0015870712321306676,0.008759541490391733,0.0023819788367136323,0.004839770202267159
17,0.0010708266625826801,0.0006480878024909754,0.00555970572771004,0.0010711398829794292,0.0034034379141370157
18,0.00016959418651858824,0.0001516245532562804,0.0014847399586637436,0.00017015953647279161,0.001046131954004609
19,0.0022655006328641293,0.0010187436953408295,0.010028850377591743,0.0022664793713871906,0.004196312327563813
20,0.0002949958403302622,0.00038806366850963097,0.005144766569585271,0.00029569773415127307,0.0023492710039116436
21,0.0009011956079694113,0.0008681758976834614,0.005649385852938256,0.0009017387090474551,0.0034010370912167993
22,0.00022354237195692373,0.0002547643911929184,0.0025071916674702095,0.00022366772360988367,0.0010633114139173313
23,0.0004473266439608873,0.0006257341175089196,0.00876078957603865,0.00044823718550532235,0.003929837068065717
24,0.0005888699639513425,0.0003814892320681758,0.003270036396998107,0.0005891889116100823,0.0014375216937664351
25,0.001507024735189842,0.0009924106451680635,0.00394265434660933,0.0015079102083317229,0.002879777842426784
26,0.0002496935292946968,0.00028658081667917306,0.00102386698657342,0.00024988566437189537,0.0003928607241923888
27,0.0010972127308738313,0.000748367784825629,0.004848465988384904,0.0010979255271454202,0.001443300337791372
28,0.00042205858440621727,0.000649744792983107,0.013889978014970945,0.0004232622021675606,0.00472849013782688
29,0.00042069211778963115,0.0006616383065629782,0.008682435331990182,0.00042205481675895116,0.004451340565398857
30,8.070224025963113e-05,0.0001475927079074144,0.0012677868027862664,8.10333819104462e-05,0.0008003687884040024
31,0.0023836537887718025,0.0018776839064393585,0.02366621649559757,0.002387154540779944,0.010976260472495223
32,0.05245956825329646,0.03272000889813684,0.02043290980502898,0.05245542788654908,0.014400890498589215
33,0.011987629386641876,0.007331104869357497,0.009960133374088687,0.011987105407117163,0.010975112213216518
